Time,Open,High,Low,Close,Supertrend
2021-06-01 06:00:00,0.0092865,0.009298,0.009084,0.009216,1
2021-06-01 06:30:00,0.009241,0.0092,0.008833,0.00904275,1
2021-06-01 07:00:00,0.009069,0.009161,0.00885,0.009004999999999999,1
2021-06-01 07:30:00,0.009004499999999999,0.00917,0.00889,0.00900625,1
2021-06-01 08:00:00,0.008982500000000001,0.009083,0.008905,0.008983749999999999,1
2021-06-01 08:30:00,0.008973499999999999,0.0092,0.00898,0.0090745,1
2021-06-01 09:00:00,0.009059,0.009121,0.008937,0.009051,1
2021-06-01 09:30:00,0.009073,0.00927,0.009005,0.00913975,1
2021-06-01 10:00:00,0.009142,0.009352,0.00917,0.00922975,1
2021-06-01 10:30:00,0.0091985,0.0094,0.009154,0.00927875,1
2021-06-01 11:00:00,0.0092805,0.009384,0.009252,0.00931925,1
2021-06-01 11:30:00,0.009320499999999999,0.00928,0.009067,0.0091835,1
2021-06-01 12:00:00,0.0091935,0.00915,0.008963,0.00908525,1
2021-06-01 12:30:00,0.009114,0.00915,0.009022,0.00907825,1
2021-06-01 13:00:00,0.009070499999999999,0.009055,0.00893,0.0090075,1
2021-06-01 13:30:00,0.0090225,0.009009,0.008593,0.00881275,-1
2021-06-01 14:00:00,0.008824499999999999,0.008733,0.008569,0.00866875,-1
2021-06-01 14:30:00,0.0086865,0.00883,0.008635,0.008729,-1
2021-06-01 15:00:00,0.0087255,0.00874,0.008616,0.00868975,-1
2021-06-01 15:30:00,0.008701500000000001,0.008808,0.008634,0.0087275,-1
2021-06-01 16:00:00,0.008734,0.00881,0.008707,0.0087665,-1
2021-06-01 16:30:00,0.008774500000000001,0.0088,0.008687,0.00875425,-1
2021-06-01 17:00:00,0.008765,0.00883,0.008754,0.008782,-1
2021-06-01 17:30:00,0.008772,0.008776,0.008618,0.0086995,-1
2021-06-01 18:00:00,0.008702000000000001,0.00869,0.008501,0.008591500000000002,-1
2021-06-01 18:30:00,0.008587500000000001,0.008601,0.008309,0.00850475,-1
2021-06-01 19:00:00,0.0085545,0.008767,0.008558,0.008642750000000001,-1
2021-06-01 19:30:00,0.008623,0.008758,0.008553,0.00865725,-1
2021-06-01 20:00:00,0.008659,0.008698,0.008562,0.008627,-1
2021-06-01 20:30:00,0.008624,0.008619,0.008491,0.008573250000000001,-1
2021-06-01 21:00:00,0.0085915,0.008652,0.0085,0.00858925,-1
2021-06-01 21:30:00,0.008602499999999999,0.008711,0.008417,0.008559,-1
2021-06-01 22:00:00,0.008553999999999999,0.008527,0.008351,0.0084365,-1
2021-06-01 22:30:00,0.008434,0.008459,0.008366,0.00840575,-1
2021-06-01 23:00:00,0.008399,0.008539,0.008383,0.00846275,-1
2021-06-01 23:30:00,0.0084645,0.008569,0.008479,0.008528,-1
2021-06-02 00:00:00,0.008532000000000001,0.0087,0.008471,0.008577999999999999,-1
2021-06-02 00:30:00,0.0085705,0.008616,0.00846,0.00855175,-1
2021-06-02 01:00:00,0.0085655,0.008536,0.008389,0.00846775,-1
2021-06-02 01:30:00,0.008473,0.008504,0.008356,0.00843575,-1
2021-06-02 02:00:00,0.008441500000000001,0.008527,0.008398,0.008475,-1
2021-06-02 02:30:00,0.008487499999999999,0.008635,0.0085,0.00854125,-1
2021-06-02 03:00:00,0.008515,0.008576,0.008442,0.008520749999999999,-1
2021-06-02 03:30:00,0.008532499999999998,0.0086,0.008494,0.008539000000000001,-1
2021-06-02 04:00:00,0.008531,0.008941,0.008502,0.0087035,1
2021-06-02 04:30:00,0.008685499999999999,0.009105,0.008838,0.008968,1
2021-06-02 05:00:00,0.0089645,0.009098,0.008785,0.00894375,1
2021-06-02 05:30:00,0.008945999999999999,0.008871,0.008724,0.00879,1
2021-06-02 06:00:00,0.008782499999999999,0.008865,0.008674,0.008745,1
2021-06-02 06:30:00,0.008720499999999999,0.008756,0.008583,0.008686,1
2021-06-02 07:00:00,0.0087025,0.008786,0.008665,0.00873325,1
2021-06-02 07:30:00,0.008740999999999999,0.008857,0.008736,0.008792250000000001,1
2021-06-02 08:00:00,0.008788,0.008858,0.008747,0.008787749999999999,1
2021-06-02 08:30:00,0.008773,0.008907,0.008733,0.00882475,1
2021-06-02 09:00:00,0.0088295,0.009,0.008859,0.00892,1
2021-06-02 09:30:00,0.0089105,0.008966,0.008779,0.008878750000000001,1
2021-06-02 10:00:00,0.008885,0.008857,0.008754,0.008813249999999998,1
2021-06-02 10:30:00,0.008820999999999999,0.008835,0.008705,0.008760500000000001,1
2021-06-02 11:00:00,0.008751,0.008759,0.008681,0.008721,1
2021-06-02 11:30:00,0.008722,0.008848,0.008732,0.00876475,1
2021-06-02 12:00:00,0.0087395,0.008776,0.008688,0.00872775,1
2021-06-02 12:30:00,0.0087235,0.008807,0.0087,0.00873025,1
2021-06-02 13:00:00,0.008707,0.009,0.008713,0.00882925,1
2021-06-02 13:30:00,0.008802,0.009193,0.008871,0.0090005,1
2021-06-02 14:00:00,0.008969,0.009096,0.008936,0.00902975,1
2021-06-02 14:30:00,0.0090435,0.009067,0.008855,0.00897975,1
2021-06-02 15:00:00,0.0089985,0.009016,0.008884,0.0089455,1
2021-06-02 15:30:00,0.008941000000000001,0.009323,0.008885,0.00909,1
2021-06-02 16:00:00,0.009076,0.009372,0.009172,0.009252999999999999,1
2021-06-02 16:30:00,0.009234,0.0105,0.009211,0.00976125,1
2021-06-02 17:00:00,0.009667,0.010164,0.009744,0.009951249999999998,1
2021-06-02 17:30:00,0.009948499999999999,0.010249,0.009726,0.009962,1
2021-06-02 18:00:00,0.009936500000000001,0.01007,0.009768,0.0099355,1
2021-06-02 18:30:00,0.009951999999999999,0.00984,0.009481,0.009733499999999999,1
2021-06-02 19:00:00,0.0098065,0.009782,0.009428,0.009625749999999999,1
2021-06-02 19:30:00,0.009646499999999999,0.00975,0.009509,0.009623,1
2021-06-02 20:00:00,0.0096165,0.009849,0.009642,0.0097305,1
2021-06-02 20:30:00,0.0097155,0.009879,0.009643,0.0097365,1
2021-06-02 21:00:00,0.009712,0.009764,0.0096,0.0096975,1
2021-06-02 21:30:00,0.009713,0.009835,0.009567,0.00967525,1
2021-06-02 22:00:00,0.009649499999999998,0.009601,0.0093,0.00947175,1
2021-06-02 22:30:00,0.009493,0.009504,0.009255,0.00937,1
2021-06-02 23:00:00,0.0093605,0.009549,0.009296,0.00941875,1
2021-06-02 23:30:00,0.009415,0.009513,0.009371,0.00947025,1
2021-06-03 00:00:00,0.0094985,0.009588,0.009472,0.0095225,1
2021-06-03 00:30:00,0.009515,0.009587,0.009415,0.0094935,1
2021-06-03 01:00:00,0.009486000000000001,0.009528,0.009408,0.009459750000000001,1
2021-06-03 01:30:00,0.009451500000000002,0.009472,0.009308,0.009401,1
2021-06-03 02:00:00,0.009412,0.009432,0.00925,0.009336750000000001,1
2021-06-03 02:30:00,0.0093325,0.009384,0.009309,0.009330000000000001,1
2021-06-03 03:00:00,0.0093135,0.009523,0.009304,0.009406250000000001,1
2021-06-03 03:30:00,0.009399000000000001,0.009674,0.009444,0.0095195,1
2021-06-03 04:00:00,0.009479999999999999,0.009533,0.009282,0.0094225,1
2021-06-03 04:30:00,0.0094375,0.009562,0.009333,0.009463000000000001,1
2021-06-03 05:00:00,0.0094785,0.009563,0.009417,0.009492,1
2021-06-03 05:30:00,0.009493999999999999,0.009517,0.009398,0.00945175,1
2021-06-03 06:00:00,0.009446,0.009464,0.00932,0.00940325,1
2021-06-03 06:30:00,0.0094145,0.009455,0.009351,0.009401999999999999,1
2021-06-03 07:00:00,0.009401,0.009442,0.009317,0.00938075,1
2021-06-03 07:30:00,0.009382,0.009391,0.00925,0.00932875,1
2021-06-03 08:00:00,0.009337,0.009503,0.009291,0.00941025,1
2021-06-03 08:30:00,0.009423500000000001,0.009624,0.009448,0.0095395,1
2021-06-03 09:00:00,0.009543,0.009665,0.0095,0.0095955,1
2021-06-03 09:30:00,0.0096085,0.010008,0.009629,0.009773750000000001,1
2021-06-03 10:00:00,0.009729,0.00999,0.009772,0.009871,1
2021-06-03 10:30:00,0.009861,0.010098,0.009865,0.009940250000000001,1
2021-06-03 11:00:00,0.009899,0.009952,0.0098,0.00989775,1
2021-06-03 11:30:00,0.009919500000000001,0.00999,0.00978,0.00990075,1
2021-06-03 12:00:00,0.0099165,0.009984,0.009875,0.0099295,1
2021-06-03 12:30:00,0.0099295,0.009981,0.009321,0.009764499999999999,1
2021-06-03 13:00:00,0.009878,0.009863,0.00976,0.009802249999999998,1
2021-06-03 13:30:00,0.009793,0.00995,0.009743,0.00984375,1
2021-06-03 14:00:00,0.009840999999999999,0.009911,0.009806,0.00986,1
2021-06-03 14:30:00,0.0098615,0.009976,0.00984,0.009901,1
2021-06-03 15:00:00,0.009894,0.01022,0.009904,0.010051000000000001,1
2021-06-03 15:30:00,0.01004,0.010403,0.010138,0.010214,1
2021-06-03 16:00:00,0.0101575,0.010245,0.009974,0.010107,1
2021-06-03 16:30:00,0.010104499999999999,0.010047,0.009678,0.009895,-1
2021-06-03 17:00:00,0.009927499999999999,0.009935,0.00978,0.0098355,-1
2021-06-03 17:30:00,0.0098135,0.00984,0.009679,0.009759,-1
2021-06-03 18:00:00,0.0097585,0.00986,0.0097,0.0097765,-1
2021-06-03 18:30:00,0.009773,0.009925,0.009737,0.009821,-1
2021-06-03 19:00:00,0.009811,0.009839,0.009545,0.00970175,-1
2021-06-03 19:30:00,0.0097115,0.009737,0.009511,0.009608,-1
2021-06-03 20:00:00,0.009592,0.009637,0.009489,0.009574,-1
2021-06-03 20:30:00,0.009585,0.00968,0.009537,0.0096,-1
2021-06-03 21:00:00,0.0095915,0.009631,0.009505,0.009571,-1
2021-06-03 21:30:00,0.009574,0.009644,0.009528,0.00959525,-1
2021-06-03 22:00:00,0.0096045,0.009731,0.009575,0.009655500000000001,-1
2021-06-03 22:30:00,0.009658,0.009824,0.009667,0.00974975,-1
2021-06-03 23:00:00,0.009754,0.009811,0.009641,0.009734,-1
2021-06-03 23:30:00,0.009742,0.009745,0.0096,0.009661,-1
2021-06-04 00:00:00,0.0096495,0.009626,0.0095,0.009577249999999999,-1
2021-06-04 00:30:00,0.0095915,0.009667,0.009545,0.0095995,-1
2021-06-04 01:00:00,0.009593,0.009702,0.00958,0.00965175,-1
2021-06-04 01:30:00,0.009662500000000001,0.00974,0.00965,0.00970525,-1
2021-06-04 02:00:00,0.0097155,0.0098,0.00969,0.009749,-1
2021-06-04 02:30:00,0.009753,0.009882,0.009735,0.009801500000000001,-1
2021-06-04 03:00:00,0.009794500000000001,0.009922,0.009754,0.00981675,1
2021-06-04 03:30:00,0.0097955,0.009899,0.009761,0.00982125,1
2021-06-04 04:00:00,0.0098125,0.009925,0.009814,0.00985425,1
2021-06-04 04:30:00,0.009839,0.009898,0.009808,0.00984575,1
2021-06-04 05:00:00,0.0098385,0.009906,0.009728,0.0098155,1
2021-06-04 05:30:00,0.009814,0.009802,0.009622,0.009715749999999999,1
2021-06-04 06:00:00,0.009719499999999999,0.009711,0.009626,0.0096695,1
2021-06-04 06:30:00,0.0096705,0.009676,0.008881,0.009337749999999999,-1
2021-06-04 07:00:00,0.009396999999999999,0.009241,0.008712,0.009006499999999999,-1
2021-06-04 07:30:00,0.0090365,0.009029,0.008742,0.00891175,-1
2021-06-04 08:00:00,0.008938,0.009102,0.008901,0.008986,-1
2021-06-04 08:30:00,0.0089705,0.00915,0.008943,0.00906825,-1
2021-06-04 09:00:00,0.00909,0.009413,0.00909,0.00921625,-1
2021-06-04 09:30:00,0.009181,0.009214,0.008985,0.0091185,-1
2021-06-04 10:00:00,0.0091375,0.009093,0.008981,0.009034,-1
2021-06-04 10:30:00,0.009031,0.009043,0.008795,0.00893175,-1
2021-06-04 11:00:00,0.008944500000000001,0.008895,0.008635,0.0087805,-1
2021-06-04 11:30:00,0.008796,0.008884,0.008677,0.00876725,-1
2021-06-04 12:00:00,0.008754000000000001,0.00882,0.008545,0.008699,-1
