Time,Open,High,Low,Close,Supertrend
2021-06-04 12:30:00,0.008715500000000001,0.008644,0.008244,0.008512249999999999,-1
2021-06-04 13:00:00,0.0085805,0.008667,0.008483,0.0085715,-1
2021-06-04 13:30:00,0.008568,0.00872,0.008418,0.0086115,-1
2021-06-04 14:00:00,0.008654,0.008774,0.00863,0.00869375,-1
2021-06-04 14:30:00,0.0086855,0.008749,0.008631,0.00868625,-1
2021-06-04 15:00:00,0.0086825,0.008846,0.00867,0.00876,-1
2021-06-04 15:30:00,0.008761999999999999,0.008901,0.008716,0.00879625,-1
2021-06-04 16:00:00,0.008784,0.008771,0.008655,0.008719,-1
2021-06-04 16:30:00,0.008725,0.008736,0.008654,0.008691,-1
2021-06-04 17:00:00,0.008687,0.008677,0.008455,0.008602,-1
2021-06-04 17:30:00,0.008638,0.0086,0.008347,0.00849675,-1
2021-06-04 18:00:00,0.00852,0.0088,0.008425,0.008592500000000001,-1
2021-06-04 18:30:00,0.0085725,0.00877,0.008649,0.00871775,-1
2021-06-04 19:00:00,0.008726000000000001,0.008951,0.008696,0.00878575,1
2021-06-04 19:30:00,0.008748,0.008819,0.008603,0.008708,1
2021-06-04 20:00:00,0.008705000000000001,0.008744,0.00863,0.00868225,1
2021-06-04 20:30:00,0.008677500000000001,0.008725,0.008639,0.008688999999999999,1
2021-06-04 21:00:00,0.008695999999999999,0.0088,0.008645,0.00872325,1
2021-06-04 21:30:00,0.008723999999999999,0.008828,0.008647,0.008756250000000002,1
2021-06-04 22:00:00,0.008775000000000002,0.0088,0.008693,0.0087625,1
2021-06-04 22:30:00,0.0087785,0.008888,0.008743,0.0088155,1
2021-06-04 23:00:00,0.0088155,0.008888,0.008828,0.008855,1
2021-06-04 23:30:00,0.008851999999999999,0.008872,0.008787,0.00884,1
2021-06-05 00:00:00,0.0088505,0.008994,0.008861,0.008925,1
2021-06-05 00:30:00,0.0089225,0.00906,0.008798,0.00893475,1
2021-06-05 01:00:00,0.0089405,0.008926,0.008716,0.0088295,1
2021-06-05 01:30:00,0.008837999999999999,0.00894,0.008773,0.00885475,1
2021-06-05 02:00:00,0.008853,0.008985,0.008857,0.008916750000000001,1
2021-06-05 02:30:00,0.0089125,0.008966,0.008873,0.00891875,1
2021-06-05 03:00:00,0.008917999999999999,0.009023,0.008911,0.008973249999999999,1
2021-06-05 03:30:00,0.0089795,0.009042,0.008823,0.008931999999999999,1
2021-06-05 04:00:00,0.008931499999999998,0.008964,0.008845,0.00888775,1
2021-06-05 04:30:00,0.008871,0.008924,0.00862,0.008799999999999999,1
2021-06-05 05:00:00,0.008827999999999999,0.008873,0.008732,0.008783000000000001,1
2021-06-05 05:30:00,0.0087635,0.008924,0.008687,0.008825,1
2021-06-05 06:00:00,0.0088445,0.008991,0.008888,0.00894125,1
2021-06-05 06:30:00,0.008943,0.008981,0.008885,0.008937500000000001,1
2021-06-05 07:00:00,0.008942,0.009066,0.008914,0.008969,1
2021-06-05 07:30:00,0.008948000000000001,0.00902,0.008901,0.008953,1
2021-06-05 08:00:00,0.008945499999999999,0.008946,0.008853,0.00890675,1
2021-06-05 08:30:00,0.008914,0.008945,0.008884,0.00891,1
2021-06-05 09:00:00,0.0089055,0.008895,0.008835,0.008866,1
2021-06-05 09:30:00,0.008867,0.008947,0.008838,0.008877,1
2021-06-05 10:00:00,0.0088615,0.00894,0.008839,0.0088945,1
2021-06-05 10:30:00,0.008899500000000001,0.00896,0.008913,0.00893125,1
2021-06-05 11:00:00,0.008926,0.008959,0.0089,0.008928,1
2021-06-05 11:30:00,0.0089265,0.008976,0.008913,0.00894525,1
2021-06-05 12:00:00,0.008945999999999999,0.008975,0.008926,0.008955000000000001,1
2021-06-05 12:30:00,0.0089595,0.009123,0.008943,0.00902,1
2021-06-05 13:00:00,0.009007,0.00907,0.008935,0.00900225,1
2021-06-05 13:30:00,0.009002,0.009045,0.008924,0.008975,1
2021-06-05 14:00:00,0.008965500000000001,0.009031,0.00897,0.009003500000000001,1
2021-06-05 14:30:00,0.0090065,0.009018,0.008936,0.008979,1
2021-06-05 15:00:00,0.008981,0.00895,0.008518,0.008765499999999999,-1
2021-06-05 15:30:00,0.008797,0.008728,0.0085,0.00864475,-1
2021-06-05 16:00:00,0.0086755,0.008706,0.008581,0.008655,-1
2021-06-05 16:30:00,0.0086665,0.008662,0.008508,0.008580500000000001,-1
2021-06-05 17:00:00,0.008576,0.008574,0.00835,0.00847475,-1
2021-06-05 17:30:00,0.0084875,0.008631,0.00832,0.008492,-1
2021-06-05 18:00:00,0.0085085,0.00865,0.008515,0.00857675,-1
2021-06-05 18:30:00,0.008571,0.008588,0.00848,0.008556,-1
2021-06-05 19:00:00,0.008577999999999999,0.008588,0.008493,0.00854125,-1
2021-06-05 19:30:00,0.008542,0.00859,0.00845,0.00852675,-1
2021-06-05 20:00:00,0.0085335,0.008596,0.008494,0.008542,-1
2021-06-05 20:30:00,0.008539,0.008564,0.008472,0.0085225,-1
2021-06-05 21:00:00,0.008527,0.008666,0.008536,0.00859675,-1
2021-06-05 21:30:00,0.0085925,0.008636,0.008501,0.008577999999999999,-1
2021-06-05 22:00:00,0.0085875,0.008569,0.008521,0.00854125,-1
2021-06-05 22:30:00,0.0085375,0.008594,0.008471,0.0085385,-1
2021-06-05 23:00:00,0.0085445,0.008563,0.008508,0.008533750000000001,-1
2021-06-05 23:30:00,0.008532000000000001,0.008579,0.008496,0.0085395,-1
2021-06-06 00:00:00,0.0085415,0.008607,0.00854,0.00856825,-1
2021-06-06 00:30:00,0.008563000000000001,0.008592,0.008531,0.008564500000000001,-1
2021-06-06 01:00:00,0.0085675,0.008585,0.008462,0.00852625,-1
2021-06-06 01:30:00,0.008529,0.008558,0.008465,0.008500750000000001,-1
2021-06-06 02:00:00,0.008490000000000001,0.008537,0.008458,0.00850025,-1
2021-06-06 02:30:00,0.008503,0.008506,0.00825,0.008380249999999999,-1
2021-06-06 03:00:00,0.0083825,0.008313,0.008018,0.00820075,-1
2021-06-06 03:30:00,0.008236,0.008394,0.008184,0.0082815,-1
2021-06-06 04:00:00,0.008274,0.008349,0.008189,0.00828275,-1
2021-06-06 04:30:00,0.0082965,0.008382,0.008254,0.008302,-1
2021-06-06 05:00:00,0.008286,0.00845,0.008307,0.008373,-1
2021-06-06 05:30:00,0.0083675,0.00844,0.008362,0.00840575,-1
2021-06-06 06:00:00,0.008410500000000001,0.008434,0.008377,0.008401250000000002,-1
2021-06-06 06:30:00,0.008397000000000002,0.008542,0.008384,0.008448250000000001,1
2021-06-06 07:00:00,0.0084335,0.00863,0.008474,0.00855325,1
2021-06-06 07:30:00,0.0085545,0.008624,0.008526,0.008577,1
2021-06-06 08:00:00,0.008579,0.008586,0.008529,0.008552750000000001,1
2021-06-06 08:30:00,0.008548,0.008571,0.00839,0.008493,1
2021-06-06 09:00:00,0.0085055,0.008484,0.008424,0.008458499999999999,1
2021-06-06 09:30:00,0.008463,0.00851,0.008475,0.00849025,1
2021-06-06 10:00:00,0.008487999999999999,0.00856,0.008494,0.0085195,1
2021-06-06 10:30:00,0.008512,0.008549,0.008496,0.00852075,1
2021-06-06 11:00:00,0.008519,0.008549,0.008505,0.008526500000000001,1
2021-06-06 11:30:00,0.008526,0.008598,0.008421,0.0085,1
2021-06-06 12:00:00,0.008490500000000002,0.008476,0.008392,0.00843275,1
2021-06-06 12:30:00,0.0084315,0.008458,0.008422,0.00843875,1
2021-06-06 13:00:00,0.0084375,0.008507,0.008448,0.008472750000000001,1
2021-06-06 13:30:00,0.008468,0.008515,0.008463,0.008489,1
2021-06-06 14:00:00,0.008489,0.008505,0.00841,0.00847475,1
2021-06-06 14:30:00,0.008492,0.008525,0.008459,0.008492,1
2021-06-06 15:00:00,0.008492,0.008505,0.008442,0.00847325,1
2021-06-06 15:30:00,0.008473,0.008469,0.008376,0.008425499999999999,1
2021-06-06 16:00:00,0.008428499999999998,0.008432,0.00838,0.00840775,1
2021-06-06 16:30:00,0.0084095,0.008443,0.00838,0.008406249999999999,-1
2021-06-06 17:00:00,0.008400999999999999,0.008441,0.008377,0.008403750000000001,-1
2021-06-06 17:30:00,0.0083985,0.008475,0.008401,0.0084405,-1
2021-06-06 18:00:00,0.008442999999999999,0.008467,0.00841,0.00844375,-1
2021-06-06 18:30:00,0.008449,0.008477,0.008385,0.0084265,-1
2021-06-06 19:00:00,0.008421999999999999,0.008428,0.008331,0.008385749999999999,-1
2021-06-06 19:30:00,0.008392,0.008395,0.00833,0.008368500000000001,-1
2021-06-06 20:00:00,0.0083745,0.008434,0.00836,0.00839875,-1
2021-06-06 20:30:00,0.0084005,0.008459,0.008421,0.0084375,-1
2021-06-06 21:00:00,0.008435,0.008448,0.008412,0.00843725,-1
2021-06-06 21:30:00,0.0084445,0.008499,0.008432,0.00846375,-1
2021-06-06 22:00:00,0.008462,0.008541,0.008466,0.008495,1
2021-06-06 22:30:00,0.008486500000000001,0.008498,0.00845,0.008473999999999999,1
2021-06-06 23:00:00,0.008473999999999999,0.008467,0.008384,0.008432,1
2021-06-06 23:30:00,0.0084385,0.008445,0.008399,0.00842525,1
2021-06-07 00:00:00,0.0084285,0.008452,0.008406,0.008427249999999999,1
2021-06-07 00:30:00,0.008425499999999999,0.00842,0.00835,0.008399,-1
2021-06-07 01:00:00,0.008413,0.008418,0.008378,0.00839825,-1
2021-06-07 01:30:00,0.0083985,0.00844,0.008373,0.0084085,-1
2021-06-07 02:00:00,0.008410500000000001,0.008494,0.008419,0.00845975,-1
2021-06-07 02:30:00,0.008463,0.008512,0.008453,0.00848875,1
2021-06-07 03:00:00,0.008494999999999999,0.008569,0.0085,0.00852925,1
2021-06-07 03:30:00,0.008524,0.008547,0.00841,0.00848775,1
2021-06-07 04:00:00,0.008497000000000001,0.00849,0.008383,0.0084505,1
2021-06-07 04:30:00,0.0084645,0.008538,0.00847,0.00849225,1
2021-06-07 05:00:00,0.0084805,0.00854,0.008479,0.00850475,1
2021-06-07 05:30:00,0.0085,0.008612,0.008473,0.008554250000000001,1
2021-06-07 06:00:00,0.008566,0.008635,0.008569,0.008601250000000001,1
2021-06-07 06:30:00,0.0086005,0.008615,0.008534,0.00857275,1
2021-06-07 07:00:00,0.008571,0.008657,0.008551,0.0085995,1
2021-06-07 07:30:00,0.008595,0.008647,0.008601,0.008629,1
2021-06-07 08:00:00,0.008634,0.008688,0.008616,0.0086445,1
2021-06-07 08:30:00,0.008636999999999999,0.008712,0.008626,0.008657,1
2021-06-07 09:00:00,0.008645,0.008657,0.008563,0.00861575,1
2021-06-07 09:30:00,0.0086215,0.00863,0.008568,0.00859225,1
2021-06-07 10:00:00,0.0085855,0.008595,0.008542,0.00856575,1
2021-06-07 10:30:00,0.008563000000000001,0.00858,0.008544,0.00855975,1
2021-06-07 11:00:00,0.0085575,0.008582,0.008526,0.00855425,1
2021-06-07 11:30:00,0.0085545,0.008557,0.008509,0.00852975,-1
2021-06-07 12:00:00,0.0085265,0.008533,0.008482,0.008506,-1
2021-06-07 12:30:00,0.0085045,0.00851,0.008439,0.008487999999999999,-1
2021-06-07 13:00:00,0.008501499999999999,0.008544,0.008497,0.008514749999999998,-1
2021-06-07 13:30:00,0.008509,0.008542,0.00845,0.008493,-1
2021-06-07 14:00:00,0.008490000000000001,0.008496,0.008459,0.00847575,-1
2021-06-07 14:30:00,0.008473999999999999,0.008494,0.00842,0.008468749999999999,-1
2021-06-07 15:00:00,0.008480499999999998,0.0085,0.008451,0.008478,-1
2021-06-07 15:30:00,0.008480499999999998,0.008559,0.008483,0.0085195,-1
2021-06-07 16:00:00,0.008518,0.008559,0.008502,0.00853875,-1
2021-06-07 16:30:00,0.008546999999999999,0.00855,0.008514,0.008534,-1
2021-06-07 17:00:00,0.008535999999999998,0.00853,0.00847,0.008504749999999998,-1
2021-06-07 17:30:00,0.0085095,0.008502,0.008473,0.008490499999999998,-1
2021-06-07 18:00:00,0.0084935,0.008553,0.008495,0.0085195,-1
2021-06-07 18:30:00,0.008515,0.00855,0.00849,0.00851825,-1
2021-06-07 19:00:00,0.0085165,0.008519,0.008459,0.008484,-1
2021-06-07 19:30:00,0.008479,0.00846,0.008377,0.008429,-1
2021-06-07 20:00:00,0.008439499999999999,0.008436,0.00835,0.0084045,-1
2021-06-07 20:30:00,0.008416,0.008456,0.008375,0.00842075,-1
2021-06-07 21:00:00,0.008426,0.008448,0.0084,0.008427,-1
2021-06-07 21:30:00,0.00843,0.008447,0.008356,0.008396500000000001,-1
2021-06-07 22:00:00,0.0083915,0.008409,0.008353,0.00837625,-1
2021-06-07 22:30:00,0.0083715,0.008381,0.008106,0.00829025,-1
2021-06-07 23:00:00,0.008337,0.008295,0.00823,0.008274,-1
2021-06-07 23:30:00,0.008285500000000001,0.00829,0.008162,0.00824125,-1
2021-06-08 00:00:00,0.0082565,0.008246,0.007963,0.0081325,-1
2021-06-08 00:30:00,0.0081605,0.008153,0.008006,0.00809075,-1
2021-06-08 01:00:00,0.008102000000000002,0.008232,0.008102,0.008167999999999998,-1
2021-06-08 01:30:00,0.008169,0.008246,0.008139,0.0081905,-1
2021-06-08 02:00:00,0.0081885,0.008178,0.00781,0.00802375,-1
2021-06-08 02:30:00,0.0080535,0.00798,0.007379,0.00774,-1
2021-06-08 03:00:00,0.0078005,0.007812,0.007612,0.00771375,-1
2021-06-08 03:30:00,0.0077155,0.007868,0.007736,0.007788,-1
2021-06-08 04:00:00,0.007774,0.007788,0.007678,0.007747,-1
2021-06-08 04:30:00,0.0077610000000000005,0.007783,0.007609,0.00770675,-1
2021-06-08 05:00:00,0.0077175,0.00777,0.007625,0.0077027499999999995,-1
2021-06-08 05:30:00,0.007708,0.007858,0.007645,0.0077215,-1
2021-06-08 06:00:00,0.0076915,0.007755,0.007629,0.007697000000000001,-1
2021-06-08 06:30:00,0.0077020000000000005,0.007803,0.007707,0.007752000000000001,-1
2021-06-08 07:00:00,0.007749000000000001,0.007815,0.007717,0.00777075,-1
2021-06-08 07:30:00,0.007775499999999999,0.007817,0.007746,0.00778325,-1
2021-06-08 08:00:00,0.007785,0.007761,0.0072,0.0075235,-1
2021-06-08 08:30:00,0.0075665,0.007447,0.007022,0.007245499999999999,-1
2021-06-08 09:00:00,0.0072565,0.007386,0.007119,0.0072395,-1
2021-06-08 09:30:00,0.0072265,0.007406,0.007281,0.0073205,-1
2021-06-08 10:00:00,0.0072975,0.007357,0.00728,0.00730875,-1
2021-06-08 10:30:00,0.007299,0.00735,0.0072,0.007265999999999999,-1
2021-06-08 11:00:00,0.0072569999999999996,0.007315,0.007128,0.007232499999999999,-1
2021-06-08 11:30:00,0.0072435,0.007327,0.007183,0.007249500000000001,-1
2021-06-08 12:00:00,0.0072440000000000004,0.007225,0.007112,0.007170999999999999,-1
2021-06-08 12:30:00,0.007173499999999999,0.007295,0.00695,0.00715975,-1
2021-06-08 13:00:00,0.007197,0.007287,0.00709,0.00718975,-1
2021-06-08 13:30:00,0.0071909999999999995,0.00728,0.007109,0.00719875,-1
2021-06-08 14:00:00,0.007202999999999999,0.0073,0.007157,0.00722475,-1
2021-06-08 14:30:00,0.007221,0.007173,0.007039,0.00710525,-1
2021-06-08 15:00:00,0.0071045,0.007125,0.007015,0.00707225,-1
2021-06-08 15:30:00,0.0070745,0.0072,0.007084,0.007126499999999999,-1
2021-06-08 16:00:00,0.007111,0.007124,0.00705,0.00710125,-1
2021-06-08 16:30:00,0.0071155,0.00721,0.007104,0.007150500000000001,-1
2021-06-08 17:00:00,0.007144,0.00729,0.007119,0.007209500000000001,-1
2021-06-08 17:30:00,0.0072145,0.0073,0.00721,0.0072515,-1
2021-06-08 18:00:00,0.007248,0.007262,0.007179,0.00722,-1
2021-06-08 18:30:00,0.0072195,0.007241,0.007122,0.0071765,-1
